id,user_query,function_name,arguments,ambiguous
91,완전 끝냈다 ㅎㅎ,submit_mission_result,"{""result_type"": ""success""}",
92,이번에 진짜 다 해냈어!!,submit_mission_result,"{""result_type"": ""success""}",
93,오늘 미션 다 하지 못했어ㅠ,submit_mission_result,"{""result_type"": ""fail""}",
94,미션 반만 했거든ㅠㅠ,submit_mission_result,"{""result_type"": ""fail""}","The utterance indicates a partial completion of the mission, which could imply either failure or an incomplete submission, leading to ambiguity in the result type."
95,"아직 다 못 했어, 패스할게",submit_mission_result,"{""result_type"": ""fail""}","The user mentions they could not complete something ('아직 다 못 했어') and indicates a desire to pass ('패스할게'), which doesn't clearly align with submitting a failure result."
96,너무 바빠서 오늘은 못 한듯,submit_mission_result,"{""result_type"": ""fail""}","The utterance indicates a busy schedule but does not explicitly mention failing a task, leading to ambiguity in its relation to 'submit_mission_result'."
97,이번 미션은 실패야ㅠ,submit_mission_result,"{""result_type"": ""fail""}",
100,한 시간 해봤는데 다 못 했어,submit_mission_result,"{""result_type"": ""fail""}",The utterance indicates a failure but does not explicitly confirm the intent to submit a mission result.
101,"완전 못 했어, 다음에 할게",submit_mission_result,"{""result_type"": ""fail""}","The utterance expresses failure but does not explicitly confirm the intention to submit the result, leaving room for interpretation."
102,거의 다 했는데 마무리를 못 했어ㅠ,submit_mission_result,"{""result_type"": ""fail""}","The user indicates a sense of incompleteness ('거의 다 했는데 마무리를 못 했어'), which suggests failure to complete a task, aligning with submitting a failed result, but it's not explicitly clear that they are submitting a mission result."
103,오늘은 못 했어ㅠ,submit_mission_result,"{""result_type"": ""fail""}",The utterance expresses a failure but lacks explicit confirmation of the intent to submit a mission result.
105,미션 반만 했어ㅠ,submit_mission_result,"{""result_type"": ""fail""}","The utterance expresses that the mission was only partially completed, which could imply a 'fail' but does not clearly denote it. The emoticon also introduces emotional nuance that could suggest a different context."
107,거의 다 했는데 마지막에 실패했어,submit_mission_result,"{""result_type"": ""fail""}","The utterance indicates failure, but it doesn't explicitly mention submitting a mission result, leaving room for interpretation."
109,"완전 안 했어, 다음에 할게",submit_mission_result,"{""result_type"": ""fail""}","The utterance indicates a failure but doesn't explicitly state the intention to submit a mission result, leading to possible interpretations."
110,오늘 학원 때문애서 미션 못 함,submit_mission_result,"{""result_type"": ""fail""}","The utterance expresses a failure to complete a mission due to a reason, but does not explicitly confirm the intention to submit a mission result as 'fail'."
111,조금 했는데 다는 못 했어ㅠ,submit_mission_result,"{""result_type"": ""fail""}","The utterance indicates some completion ('조금 했는데'), but it's unclear if the user specifically intended to report a failure or wanted to express a different state."
112,미션 실패! 다음에 더 잘 해볼게,submit_mission_result,"{""result_type"": ""fail""}",
113,오늘 미션 못 했어ㅠ,submit_mission_result,"{""result_type"": ""fail""}","The utterance implies a failure to complete a mission, but does not explicitly state the intention to submit a mission result."
114,아무것도 못 해서 미안해요,submit_mission_result,"{""result_type"": ""fail""}","The utterance expresses an apology for being unable to accomplish something, which suggests a failure, but it doesn't explicitly indicate calling a mission result submission."
115,아파서 오늘은 패스할게ㅠㅠ,submit_mission_result,"{""result_type"": ""fail""}",The phrase indicates not participating due to illness but does not explicitly confirm the submission of a failed result.
116,진짜 아무것도 못 해서 슬퍼,submit_mission_result,"{""result_type"": ""fail""}","The utterance expresses sadness about not being able to achieve something, which could imply failure but does not explicitly mention 'submitting mission result' or directly link to the function call."
117,시간이 없어서 미션 실패했어,submit_mission_result,"{""result_type"": ""fail""}",
118,오늘 학교 숙제도 많아서 못 했어,submit_mission_result,"{""result_type"": ""fail""}",The utterance indicates a lack of completion due to homework but does not explicitly connect to submitting a failure result.
119,할 수 있을 줄 알았는데 못 함ㅠ,submit_mission_result,"{""result_type"": ""fail""}","The utterance expresses disappointment about not being able to accomplish something, which aligns with a failure result, but it lacks explicit clarity about the mission result context."
120,조금 했는데 다는 못 했어ㅠㅠ,submit_mission_result,"{""result_type"": ""fail""}","The utterance indicates a partial effort but does not explicitly confirm a 'fail' result type, leaving room for interpretation."
121,미션 못 해서 골치 아파,submit_mission_result,"{""result_type"": ""fail""}","The utterance expresses frustration about failing a mission, but it does not explicitly indicate a desire to submit a mission result, leaving room for interpretation."
122,오늘은 그냥 포기할래요,submit_mission_result,"{""result_type"": ""fail""}",The phrase '그냥 포기할래요' suggests giving up but doesn't explicitly confirm the intention to report a failure in a mission context.
123,오늘 미션 반만 했어ㅠㅠ,submit_mission_result,"{""result_type"": ""fail""}","The utterance indicates that the user partially completed a mission, which could imply different results (e.g., 'incomplete' or 'failed'), leading to potential ambiguity in the interpretation of the function call."
124,오늘 미션 뭐야?,get_mission_info,"{""query_type"": ""today""}",
125,오늘 해야 할 거 있나요?,get_mission_info,"{""query_type"": ""today""}",
126,오늘 할 일 리스트 좀 보여줘!,get_mission_info,"{""query_type"": ""today""}",
127,오늘은 뭘 해야해?,get_mission_info,"{""query_type"": ""today""}","The user is asking what to do today, which could imply various activities or tasks, not necessarily linked to a specific function or argument."
128,오늘 미션 확인해볼래,get_mission_info,"{""query_type"": ""today""}",
129,오늘 해야 할 거 알려줘!,get_mission_info,"{""query_type"": ""today""}",
130,오늘의 미션이 궁금해요!,get_mission_info,"{""query_type"": ""today""}",
131,오늘은 내가 뭘 해야 해?,get_mission_info,"{""query_type"": ""today""}",
132,오늘의 미션이 뭐인지 알고 싶어!,get_mission_info,"{""query_type"": ""today""}",
133,오늘 해야 할 일 좀 알려줄래?,get_mission_info,"{""query_type"": ""today""}",
134,오늘 미션 뭐야?,get_mission_info,"{""query_type"": ""today""}",
135,오늘 해야 할 일 알려줘!,get_mission_info,"{""query_type"": ""today""}",
136,오늘의 미션이 뭔지 궁금해!,get_mission_info,"{""query_type"": ""today""}",The utterance asks about 'today's mission' but does not explicitly confirm the intent to query today's mission specifically; it could imply curiosity about other missions as well.
137,오늘 뭐 해야 하는지 말해줄 수 있어?,get_mission_info,"{""query_type"": ""today""}",
139,오늘 내가 뭘 해야 해?,get_mission_info,"{""query_type"": ""today""}",
140,오늘 미션 확인하고 싶어!,get_mission_info,"{""query_type"": ""today""}",
141,오늘의 해야 할 일 알려주면 좋겠어!,get_mission_info,"{""query_type"": ""today""}",
142,오늘 미션은 뭐지?,get_mission_info,"{""query_type"": ""today""}",
143,오늘은 어떤 미션이 있어?,get_mission_info,"{""query_type"": ""today""}",
144,오늘의 미션 뭐야?,get_mission_info,"{""query_type"": ""today""}",
145,오늘 할 일 좀 알려줘!,get_mission_info,"{""query_type"": ""today""}",
146,오늘 뭘 해야 되는지 궁금해,get_mission_info,"{""query_type"": ""today""}","The utterance indicates curiosity about what to do today, but it does not explicitly mention seeking a 'mission', leading to some ambiguity in the interpretation."
147,오늘 미션 내용이 뭐임?,get_mission_info,"{""query_type"": ""today""}",
148,오늘 미션이 뭐예요?,get_mission_info,"{""query_type"": ""today""}",
149,오늘 해야 할 거 좀 알려줘요!,get_mission_info,"{""query_type"": ""today""}",
150,오늘 어떤 거 해요?,get_mission_info,"{""query_type"": ""today""}","The phrase '오늘 어떤 거 해요?' could refer to various activities or missions, making it unclear if it specifically refers to getting today's mission info."
151,미션 언제까지 해야 돼?,get_mission_info,"{""query_type"": ""deadline""}",
152,마감일이 언제인지 알려줘,get_mission_info,"{""query_type"": ""deadline""}",
153,이거 언제까지 내야 하는 거야?,get_mission_info,"{""query_type"": ""deadline""}",
154,미션 제출 기한 뭔지 궁금해!,get_mission_info,"{""query_type"": ""deadline""}",
155,내일 제출인데 마감 언제인지 알고 싶어,get_mission_info,"{""query_type"": ""deadline""}",
156,마감일이 몇 일이었지?,get_mission_info,"{""query_type"": ""deadline""}",The utterance asks about a deadline but does not clearly indicate that it wants to retrieve mission information specifically.
157,미션 제때 내고 싶은데 기한 좀 알려줘,get_mission_info,"{""query_type"": ""deadline""}",
158,언제까지 제출해야 하는지 해줘,get_mission_info,"{""query_type"": ""deadline""}",
159,마감 언제인지 좀 알려줄래?,get_mission_info,"{""query_type"": ""deadline""}",
160,이거 내야 하는 기한이 언제야?,get_mission_info,"{""query_type"": ""deadline""}",
161,이거 언제까지 내야 돼?,get_mission_info,"{""query_type"": ""deadline""}",
162,마감 기한 좀 알려줘,get_mission_info,"{""query_type"": ""deadline""}",
163,제출 마감이 언제야?,get_mission_info,"{""query_type"": ""deadline""}",
164,이거 내는 거 기한이 궁금해,get_mission_info,"{""query_type"": ""deadline""}",
165,언제까지 해야 하는지 알아?,get_mission_info,"{""query_type"": ""deadline""}",
166,기한이 언제인지 좀 알려줄래?,get_mission_info,"{""query_type"": ""deadline""}",
167,제출해야 하는 날짜가 언제야?,get_mission_info,"{""query_type"": ""deadline""}",
168,내야 하는 데드라인 언제인지 알려줘,get_mission_info,"{""query_type"": ""deadline""}",
169,이거 마감 언제인지 좀 말해줘,get_mission_info,"{""query_type"": ""deadline""}",
170,제출 기한이 몇 일 남았는지 알고 싶어,get_mission_info,"{""query_type"": ""deadline""}",
171,미션 내는 마감일이 언제인지 알고 싶어,get_mission_info,"{""query_type"": ""deadline""}",
172,제출 기한이 몇 일 남았는지 좀 알려줘,get_mission_info,"{""query_type"": ""deadline""}",
173,마감 언제까지인지 궁금해서ㅠ,get_mission_info,"{""query_type"": ""deadline""}",The utterance indicates curiosity about a deadline but does not explicitly state a request for mission information.
174,이거 언제까지 해야 되는지 가르쳐줘,get_mission_info,"{""query_type"": ""deadline""}",
175,규칙 좀 알려줘,get_mission_info,"{""query_type"": ""general_rule""}",
176,이 미션 규칙이 뭐야?,get_mission_info,"{""query_type"": ""general_rule""}","The utterance is somewhat vague and could refer to other aspects of the mission, not just the 'general_rule'."
177,어떤 규칙인지 궁금해요ㅎㅎ,get_mission_info,"{""query_type"": ""general_rule""}",The utterance expresses curiosity but does not explicitly indicate a request for 'general_rule' mission information; it could refer to various rules.
178,미션 하는 데 규칙이 필요해,get_mission_info,"{""query_type"": ""general_rule""}",
179,이거 할 때 규칙 좀 알려줄 수 있어?,get_mission_info,"{""query_type"": ""general_rule""}",
180,규칙 알려주면 좋겠어!,get_mission_info,"{""query_type"": ""general_rule""}",The phrase '규칙 알려주면 좋겠어' implies a desire for rules but does not explicitly indicate the need for general rules or specific information related to a mission.
181,미션의 규칙은 뭐임?,get_mission_info,"{""query_type"": ""general_rule""}",
182,이거 어떻게 하는 건지 규칙이 필요해,get_mission_info,"{""query_type"": ""general_rule""}","The utterance expresses a need for rules, but it may lack specificity about the context or type of mission."
183,미션에 대한 규칙 설명해줄래?,get_mission_info,"{""query_type"": ""general_rule""}",
184,응! 규칙이 궁금해요~,get_mission_info,"{""query_type"": ""general_rule""}",
185,미션 하는 규칙 좀 알려줘,get_mission_info,"{""query_type"": ""general_rule""}",
186,이번 미션 규칙이 뭐야?,get_mission_info,"{""query_type"": ""general_rule""}",
187,이거 어떻게 하는 건지 규칙 궁금해,get_mission_info,"{""query_type"": ""general_rule""}",The utterance expresses curiosity about rules but does not explicitly mention a desire for mission information.
188,규칙 한 번 설명해줄래?,get_mission_info,"{""query_type"": ""general_rule""}","The utterance requests an explanation of rules, which could relate to various types of information, not explicitly indicating a focus on general rules."
189,미션에 대한 규칙이 필요해,get_mission_info,"{""query_type"": ""general_rule""}","The phrase '미션에 대한 규칙이 필요해' indicates a need for rules regarding a mission, but it does not explicitly state that the user is seeking general rules, which may lead to multiple interpretations."
190,어떻게 해야 되는지 규칙이 알고 싶어,get_mission_info,"{""query_type"": ""general_rule""}",
191,이번 미션 규칙이 뭔지 알려줘,get_mission_info,"{""query_type"": ""general_rule""}",
192,규칙이 너무 헷갈려서 다시 설명해줄래?,get_mission_info,"{""query_type"": ""general_rule""}",manual_promoted_from_rejected
193,미션 진행하려고 하는데 규칙이 궁금해!,get_mission_info,"{""query_type"": ""general_rule""}","The utterance expresses curiosity about rules but doesn't explicitly connect to the term 'general_rule', leading to some ambiguity."
194,이 미션은 어떤 규칙으로 해야 해?,get_mission_info,"{""query_type"": ""general_rule""}",
195,이번 미션 규칙 좀 알려줘요,get_mission_info,"{""query_type"": ""general_rule""}",
196,미션 좀 바꿔줘,request_mission_adjustment,"{""adjustment_type"": ""change""}",
197,이거 다른 걸로 해줬으면 좋겠어,request_mission_adjustment,"{""adjustment_type"": ""change""}","The utterance expresses a desire for a change, but it doesn't specify what type of change is requested, leaving room for multiple interpretations."
198,그냥 다른 미션으로 해도 돼?,request_mission_adjustment,"{""adjustment_type"": ""change""}","The phrase '그냥 다른 미션으로 해도 돼?' suggests a desire to change the mission, but it does not explicitly confirm that the adjustment type is specifically a 'change'."
199,이건 진짜 아닌 거 같아ㅠ 바꿔줘,request_mission_adjustment,"{""adjustment_type"": ""change""}","The utterance expresses dissatisfaction and a desire for a change, but it lacks specificity about what type of adjustment is being requested."
200,미션 내용 변경해줄 수 있어?,request_mission_adjustment,"{""adjustment_type"": ""change""}",
201,다른 걸로 부탁해,request_mission_adjustment,"{""adjustment_type"": ""change""}","The utterance '다른 걸로 부탁해' ('Please ask for something else') indicates a desire for change, but does not specify what should be changed or if it pertains specifically to a mission adjustment."
202,이거 너무 귀찮은데 다른 걸로 해줘,request_mission_adjustment,"{""adjustment_type"": ""change""}",The utterance expresses a desire for change but does not specify what kind of adjustment is needed.
204,다른 미션으로 바꾸는 건 어때?,request_mission_adjustment,"{""adjustment_type"": ""change""}","The utterance suggests a change but does not explicitly clarify the nature of the adjustment, leading to ambiguity about the specific adjustment type."
205,지금 미션 좀 바꿔줄 수 있어?,request_mission_adjustment,"{""adjustment_type"": ""change""}",
206,미션 좀 바꿔줄 수 있어?,request_mission_adjustment,"{""adjustment_type"": ""change""}",
207,이거 다른 걸로 바꿔줘,request_mission_adjustment,"{""adjustment_type"": ""change""}","The utterance suggests a change but lacks specificity on what exactly should be changed, which may lead to different interpretations."
208,지금 미션 수정해줄래?,request_mission_adjustment,"{""adjustment_type"": ""change""}","The user requests a mission adjustment, which could imply different types of adjustments (e.g., addition, deletion, or change). The specific adjustment type 'change' is not explicitly stated."
209,미션 변경할 수 있어?,request_mission_adjustment,"{""adjustment_type"": ""change""}",
210,좀 다른 미션으로 해줘,request_mission_adjustment,"{""adjustment_type"": ""change""}","The phrase '좀 다른 미션으로 해줘' suggests a desire for a different mission but does not specify that the adjustment should be a 'change', leaving room for interpretation."
211,이거 안 맞아서 바꿔줘,request_mission_adjustment,"{""adjustment_type"": ""change""}",The utterance suggests a change but does not specify the type of adjustment clearly.
212,지금 하는 거 말고 다른 걸로 해볼래?,request_mission_adjustment,"{""adjustment_type"": ""change""}","The utterance suggests a desire for change but doesn't explicitly confirm it pertains to a 'mission adjustment' or specify it as 'change', leading to potential interpretation issues."
213,미션 좀 다르게 해줘,request_mission_adjustment,"{""adjustment_type"": ""change""}","The utterance indicates a desire for a mission change but does not specify the type of adjustment clearly, leaving room for interpretation."
214,지금 미션 바꾸면 안 돼?,request_mission_adjustment,"{""adjustment_type"": ""change""}",
215,이거 말고 새로운 미션 줘,request_mission_adjustment,"{""adjustment_type"": ""change""}",The utterance suggests a desire for a new mission but does not clearly specify that the adjustment type is a 'change'; it could imply other adjustments as well.
216,미션 좀 바꿔줄래?,request_mission_adjustment,"{""adjustment_type"": ""change""}",
217,이거 말고 다른 걸로 해줘,request_mission_adjustment,"{""adjustment_type"": ""change""}","The phrase '이거 말고 다른 걸로 해줘' indicates a request for change, but it does not specify what kind of change is being requested, leading to ambiguity in the adjustment type."
218,지금 미션을 다른 거로 바꾸면 안 돼?,request_mission_adjustment,"{""adjustment_type"": ""change""}",
219,완전 다른 미션으로 해줘,request_mission_adjustment,"{""adjustment_type"": ""change""}","The phrase '완전 다른 미션으로 해줘' suggests a change, but it doesn't explicitly confirm the type of adjustment or that it specifically refers to a request for a mission adjustment."
220,이거 너무 별로라서 다른 걸로 해줬으면 해,request_mission_adjustment,"{""adjustment_type"": ""change""}",The utterance expresses a desire for a change but does not explicitly specify that it is requesting a mission adjustment.
221,방금 한 미션 대신 다른 거 주면 좋겠어,request_mission_adjustment,"{""adjustment_type"": ""change""}","The utterance indicates a desire for a different mission, but it does not specifically clarify that the adjustment type is solely a change, which could lead to multiple interpretations."
222,"이번 미션은 패스하고 싶어, 다른 거 해줘",request_mission_adjustment,"{""adjustment_type"": ""change""}","The user expresses a desire to pass on the current mission, but does not explicitly state a request to change the mission type, leading to potential ambiguity in the interpretation."
223,"미션 바꿔줘, 좀 다른 걸로",request_mission_adjustment,"{""adjustment_type"": ""change""}","The phrase '좀 다른 걸로' could imply a preference for a different type of adjustment or a different specific change, which introduces ambiguity in the exact nature of the adjustment."
224,"이거는 너무 어렵고, 다른 미션으로 해줘",request_mission_adjustment,"{""adjustment_type"": ""change""}",manual_promoted_from_rejected
225,미션 조금 다르게 해주면 안 돼?,request_mission_adjustment,"{""adjustment_type"": ""change""}","The phrase '조금 다르게 해주면 안 돼?' does not specify how the mission should be changed, leading to uncertainty about the specific adjustment type."
226,이거 너무 힘들어ㅠ 좀 쉽게 해줘,request_mission_adjustment,"{""adjustment_type"": ""easier""}",
227,"너무 어려워요, 난이도 낮춰줄 수 있어?",request_mission_adjustment,"{""adjustment_type"": ""easier""}",
228,"쌤 이 미션 진짜 어렵다, 조금만 쉽게 해주세요",request_mission_adjustment,"{""adjustment_type"": ""easier""}","The utterance expresses a need for an adjustment but does not explicitly mention 'easier', making the specific adjustment type ambiguous."
229,"미션이 너무 빡세, 난이도 좀 낮춰줬음 좋겠어",request_mission_adjustment,"{""adjustment_type"": ""easier""}",
230,이거 너무 힘든 것 같아서 쉽게 바꿔줘,request_mission_adjustment,"{""adjustment_type"": ""easier""}",
231,"완전 어렵네, 좀 쉬운 걸로 해줘!",request_mission_adjustment,"{""adjustment_type"": ""easier""}","The utterance expresses a desire for a simpler task but does not explicitly mention 'easier,' leaving room for interpretation."
232,이 미션 좀 더 쉽게 해줄 수 있냐?,request_mission_adjustment,"{""adjustment_type"": ""easier""}",The phrase '좀 더 쉽게 해줄 수 있냐?' could imply a general request for ease rather than explicitly specifying an adjustment type.
233,"난이도 낮춰주면 좋겠어요, 진짜 힘들어",request_mission_adjustment,"{""adjustment_type"": ""easier""}",
234,이거 너무 어려워서 못 하겠어ㅠㅠ 쉽게 해줘,request_mission_adjustment,"{""adjustment_type"": ""easier""}","The user expresses difficulty and a desire for an easier task, but does not explicitly mention 'adjustment_type' as 'easier', which could lead to different interpretations."
235,조금만 쉬운 걸로 바꿔줘!!,request_mission_adjustment,"{""adjustment_type"": ""easier""}",
236,이 미션 너무 어려워서 좀 쉽게 해줘,request_mission_adjustment,"{""adjustment_type"": ""easier""}",
237,"이번 미션 진짜 힘든데, 난이도 낮춰줄 수 있어?",request_mission_adjustment,"{""adjustment_type"": ""easier""}",
238,이거 완전 빡세서 나 못 하겠어ㅠ 나 좀 쉽게 해줘,request_mission_adjustment,"{""adjustment_type"": ""easier""}",
239,"미션이 좀 과한 것 같아, 쉽게 바꿔줄래?",request_mission_adjustment,"{""adjustment_type"": ""easier""}",
240,"어제랑 비교해서 오늘 미션 너무 어려움, 좀 쉽게 해줄 수 있어?",request_mission_adjustment,"{""adjustment_type"": ""easier""}",
241,이거 너무 힘들어ㅠㅠ 난이도 좀 낮춰줬으면 해,request_mission_adjustment,"{""adjustment_type"": ""easier""}",
242,"오늘 미션 진짜 빡세, 그냥 조금 쉽게 해줘!",request_mission_adjustment,"{""adjustment_type"": ""easier""}",
243,"이 미션은 좀 쉽지 않아서, 쉽게 바꿔줄 수 있어?",request_mission_adjustment,"{""adjustment_type"": ""easier""}",
244,이거 엄청 어려워서 힘들어ㅠ 좀 쉽게 해줬으면 좋겠어,request_mission_adjustment,"{""adjustment_type"": ""easier""}",
245,"미션이 너무 힘들어서 잘 못 하겠어, 쉽게 해줘!!",request_mission_adjustment,"{""adjustment_type"": ""easier""}","The utterance expresses a desire for easier missions but does not clearly specify that the user wants an adjustment to be made, leaving room for interpretation."
246,이 미션 진짜 너무 어려워ㅠ 쉽게 바꿔줘,request_mission_adjustment,"{""adjustment_type"": ""easier""}",
247,"아 이거 좀 힘든데, 난이도 낮춰줄 수 있어?",request_mission_adjustment,"{""adjustment_type"": ""easier""}",
248,"너무 빡세서 못 하겠어, 좀 쉽게 해줬으면 해",request_mission_adjustment,"{""adjustment_type"": ""easier""}",
249,오늘 미션 너무 어려워서 힘들어ㅠㅠ 낮춰줄래?,request_mission_adjustment,"{""adjustment_type"": ""easier""}","The user expresses difficulty with the mission, which suggests a request for adjustment, but does not explicitly state that they want it to be 'easier', leaving room for interpretation."
250,이게 뭐야 진짜! 좀 쉽게 해주면 안 돼?,request_mission_adjustment,"{""adjustment_type"": ""easier""}","The utterance expresses frustration and a desire for simplicity, but doesn't explicitly mention 'easier', making the intended adjustment type somewhat unclear."
251,"미션이 좀 넘 어려워, 변경 좀 해줘",request_mission_adjustment,"{""adjustment_type"": ""easier""}","The user expresses the need for a change due to difficulty, but does not explicitly specify 'easier', leaving room for interpretation."
252,이거 진짜 어렵다ㅠㅠ 쉽게 해주세요!,request_mission_adjustment,"{""adjustment_type"": ""easier""}",
253,난이도 좀 쉽게 해주면 좋겠어요 ㅎㅎ,request_mission_adjustment,"{""adjustment_type"": ""easier""}",
254,이제 좀 어려운 거 해줬으면 좋겠어,request_mission_adjustment,"{""adjustment_type"": ""harder""}",
255,미션이 너무 쉽잖아ㅠ 더 힘든 걸로 바꿔줘,request_mission_adjustment,"{""adjustment_type"": ""harder""}",
256,"이거 완전 쉬운데, 난이도 좀 올려줘요",request_mission_adjustment,"{""adjustment_type"": ""harder""}",
257,"너무 쉬운 것 같아, 더 어려운 거 줘",request_mission_adjustment,"{""adjustment_type"": ""harder""}",
258,"이 미션은 너무 간단해, 좀 더 힘들게 해줄래",request_mission_adjustment,"{""adjustment_type"": ""harder""}",
259,이거 그냥 해도 되겠어? 더 어려운 걸로 바꿔줘,request_mission_adjustment,"{""adjustment_type"": ""harder""}",manual_promoted_from_rejected
260,지금 하는 거 너무 쉽다 나 좀 더 힘든 거 해보고 싶어,request_mission_adjustment,"{""adjustment_type"": ""harder""}","The user's desire for something harder could imply a range of adjustments, not strictly limited to 'harder'."
261,"미션이 너무 쉽다, 더 어렵게 조정해 줘",request_mission_adjustment,"{""adjustment_type"": ""harder""}",
262,"난이도 좀 높여줘, 이거는 진짜 너무 쉬워",request_mission_adjustment,"{""adjustment_type"": ""harder""}",
263,"이거 완전 패스할 수 있을 것 같아, 난이도 올려줘!",request_mission_adjustment,"{""adjustment_type"": ""harder""}",
264,이거 너무 쉬운 거 아니에요? 난이도 좀 올려줘,request_mission_adjustment,"{""adjustment_type"": ""harder""}",manual_promoted_from_rejected
265,더 힘든 미션으로 바꿔줄 수 있어요?,request_mission_adjustment,"{""adjustment_type"": ""harder""}",
266,"미션이 진짜 쉬워요, 좀 어렵게 해줘",request_mission_adjustment,"{""adjustment_type"": ""harder""}","The user expresses that the mission is easy and requests for it to be made harder, but the phrasing could also imply a desire for different changes or adjustments."
267,아 이거 너무 쉽게 할 수 있을 것 같아서 난이도 높여줘,request_mission_adjustment,"{""adjustment_type"": ""harder""}",
268,"지금 하는 미션 완전 쉽다, 더 어렵게 해주세요!",request_mission_adjustment,"{""adjustment_type"": ""harder""}",
269,"너무 쉬운 것 같아, 난이도 올려주면 좋겠어",request_mission_adjustment,"{""adjustment_type"": ""harder""}",
270,"이 미션 완전 쉬운데, 더 어려운 걸로 해주세요",request_mission_adjustment,"{""adjustment_type"": ""harder""}","The user is asking for a more difficult mission, but the term '더 어려운 걸로 해주세요' could be interpreted in various ways, such as asking for different types of missions or adjustments, which may not specifically align with requesting a harder mission."
271,"이번 미션은 너무 쉽게 하겠어요, 난이도 높여줘요",request_mission_adjustment,"{""adjustment_type"": ""harder""}",
272,"이거는 다 할 수 있을 것 같아, 좀 더 어려운 걸로 바꿔줘",request_mission_adjustment,"{""adjustment_type"": ""harder""}","The user expresses a desire for a more challenging task, but does not explicitly mention the adjustment type or indicate that they want it to be 'harder'."
273,"미션 난이도 좀 올려줘, 지금은 너무 쉬워서 힘들 것 같아",request_mission_adjustment,"{""adjustment_type"": ""harder""}",
274,"이 미션 진짜 너무 쉬워, 난이도 좀 높여줘",request_mission_adjustment,"{""adjustment_type"": ""harder""}",
275,"지금 미션은 완전 쉬워요, 좀 더 어렵게 해줬음 좋겠어",request_mission_adjustment,"{""adjustment_type"": ""harder""}",
276,미션 난이도 올려줄 수 있어? 지금 너무 쉽단 말이야,request_mission_adjustment,"{""adjustment_type"": ""harder""}",
277,"이건 다 할 수 있을 것 같아, 더 어려운 걸로 바꿔줘요",request_mission_adjustment,"{""adjustment_type"": ""harder""}","The user expresses a desire for a more challenging task, but the exact nature of '더 어려운 걸로' could imply different types of adjustments, not just 'harder'."
