id,user_query,function_name,arguments,generation_round
109,"완전 안 했어, 다음에 할게",submit_mission_result,"{""result_type"": ""fail""}",1
110,오늘 학원 때문애서 미션 못 함,submit_mission_result,"{""result_type"": ""fail""}",1
111,조금 했는데 다는 못 했어ㅠ,submit_mission_result,"{""result_type"": ""fail""}",1
112,미션 실패! 다음에 더 잘 해볼게,submit_mission_result,"{""result_type"": ""fail""}",1
113,오늘 미션 못 했어ㅠ,submit_mission_result,"{""result_type"": ""fail""}",2
114,아무것도 못 해서 미안해요,submit_mission_result,"{""result_type"": ""fail""}",2
115,아파서 오늘은 패스할게ㅠㅠ,submit_mission_result,"{""result_type"": ""fail""}",2
116,진짜 아무것도 못 해서 슬퍼,submit_mission_result,"{""result_type"": ""fail""}",2
117,시간이 없어서 미션 실패했어,submit_mission_result,"{""result_type"": ""fail""}",2
118,오늘 학교 숙제도 많아서 못 했어,submit_mission_result,"{""result_type"": ""fail""}",2
119,할 수 있을 줄 알았는데 못 함ㅠ,submit_mission_result,"{""result_type"": ""fail""}",2
120,조금 했는데 다는 못 했어ㅠㅠ,submit_mission_result,"{""result_type"": ""fail""}",2
121,미션 못 해서 골치 아파,submit_mission_result,"{""result_type"": ""fail""}",2
122,오늘은 그냥 포기할래요,submit_mission_result,"{""result_type"": ""fail""}",2
123,오늘 미션 반만 했어ㅠㅠ,submit_mission_result,"{""result_type"": ""fail""}",3
124,오늘 미션 뭐야?,get_mission_info,"{""query_type"": ""today""}",0
125,오늘 해야 할 거 있나요?,get_mission_info,"{""query_type"": ""today""}",0
126,오늘 할 일 리스트 좀 보여줘!,get_mission_info,"{""query_type"": ""today""}",0
127,오늘은 뭘 해야해?,get_mission_info,"{""query_type"": ""today""}",0
128,오늘 미션 확인해볼래,get_mission_info,"{""query_type"": ""today""}",0
129,오늘 해야 할 거 알려줘!,get_mission_info,"{""query_type"": ""today""}",0
130,오늘의 미션이 궁금해요!,get_mission_info,"{""query_type"": ""today""}",0
131,오늘은 내가 뭘 해야 해?,get_mission_info,"{""query_type"": ""today""}",0
132,오늘의 미션이 뭐인지 알고 싶어!,get_mission_info,"{""query_type"": ""today""}",0
133,오늘 해야 할 일 좀 알려줄래?,get_mission_info,"{""query_type"": ""today""}",0
134,오늘 미션 뭐야?,get_mission_info,"{""query_type"": ""today""}",1
135,오늘 해야 할 일 알려줘!,get_mission_info,"{""query_type"": ""today""}",1
136,오늘의 미션이 뭔지 궁금해!,get_mission_info,"{""query_type"": ""today""}",1
137,오늘 뭐 해야 하는지 말해줄 수 있어?,get_mission_info,"{""query_type"": ""today""}",1
138,오늘 할 일 리스트 좀 보여줘,get_mission_info,"{""query_type"": ""today""}",1
139,오늘 내가 뭘 해야 해?,get_mission_info,"{""query_type"": ""today""}",1
140,오늘 미션 확인하고 싶어!,get_mission_info,"{""query_type"": ""today""}",1
141,오늘의 해야 할 일 알려주면 좋겠어!,get_mission_info,"{""query_type"": ""today""}",1
142,오늘 미션은 뭐지?,get_mission_info,"{""query_type"": ""today""}",1
143,오늘은 어떤 미션이 있어?,get_mission_info,"{""query_type"": ""today""}",1
144,오늘의 미션 뭐야?,get_mission_info,"{""query_type"": ""today""}",2
145,오늘 할 일 좀 알려줘!,get_mission_info,"{""query_type"": ""today""}",2
146,오늘 뭘 해야 되는지 궁금해,get_mission_info,"{""query_type"": ""today""}",2
147,오늘 미션 내용이 뭐임?,get_mission_info,"{""query_type"": ""today""}",2
148,오늘 미션이 뭐예요?,get_mission_info,"{""query_type"": ""today""}",2
149,오늘 해야 할 거 좀 알려줘요!,get_mission_info,"{""query_type"": ""today""}",2
150,오늘 어떤 거 해요?,get_mission_info,"{""query_type"": ""today""}",2
151,미션 언제까지 해야 돼?,get_mission_info,"{""query_type"": ""deadline""}",0
152,마감일이 언제인지 알려줘,get_mission_info,"{""query_type"": ""deadline""}",0
153,이거 언제까지 내야 하는 거야?,get_mission_info,"{""query_type"": ""deadline""}",0
154,미션 제출 기한 뭔지 궁금해!,get_mission_info,"{""query_type"": ""deadline""}",0
155,내일 제출인데 마감 언제인지 알고 싶어,get_mission_info,"{""query_type"": ""deadline""}",0
156,마감일이 몇 일이었지?,get_mission_info,"{""query_type"": ""deadline""}",0
157,미션 제때 내고 싶은데 기한 좀 알려줘,get_mission_info,"{""query_type"": ""deadline""}",0
158,언제까지 제출해야 하는지 해줘,get_mission_info,"{""query_type"": ""deadline""}",0
159,마감 언제인지 좀 알려줄래?,get_mission_info,"{""query_type"": ""deadline""}",0
160,이거 내야 하는 기한이 언제야?,get_mission_info,"{""query_type"": ""deadline""}",0
161,이거 언제까지 내야 돼?,get_mission_info,"{""query_type"": ""deadline""}",1
162,마감 기한 좀 알려줘,get_mission_info,"{""query_type"": ""deadline""}",1
163,제출 마감이 언제야?,get_mission_info,"{""query_type"": ""deadline""}",1
164,이거 내는 거 기한이 궁금해,get_mission_info,"{""query_type"": ""deadline""}",1
165,언제까지 해야 하는지 알아?,get_mission_info,"{""query_type"": ""deadline""}",1
166,기한이 언제인지 좀 알려줄래?,get_mission_info,"{""query_type"": ""deadline""}",1
167,제출해야 하는 날짜가 언제야?,get_mission_info,"{""query_type"": ""deadline""}",1
168,내야 하는 데드라인 언제인지 알려줘,get_mission_info,"{""query_type"": ""deadline""}",1
169,이거 마감 언제인지 좀 말해줘,get_mission_info,"{""query_type"": ""deadline""}",1
170,제출 기한이 몇 일 남았는지 알고 싶어,get_mission_info,"{""query_type"": ""deadline""}",1
171,미션 내는 마감일이 언제인지 알고 싶어,get_mission_info,"{""query_type"": ""deadline""}",2
172,제출 기한이 몇 일 남았는지 좀 알려줘,get_mission_info,"{""query_type"": ""deadline""}",2
173,마감 언제까지인지 궁금해서ㅠ,get_mission_info,"{""query_type"": ""deadline""}",2
174,이거 언제까지 해야 되는지 가르쳐줘,get_mission_info,"{""query_type"": ""deadline""}",2
175,규칙 좀 알려줘,get_mission_info,"{""query_type"": ""general_rule""}",0
176,이 미션 규칙이 뭐야?,get_mission_info,"{""query_type"": ""general_rule""}",0
177,어떤 규칙인지 궁금해요ㅎㅎ,get_mission_info,"{""query_type"": ""general_rule""}",0
178,미션 하는 데 규칙이 필요해,get_mission_info,"{""query_type"": ""general_rule""}",0
179,이거 할 때 규칙 좀 알려줄 수 있어?,get_mission_info,"{""query_type"": ""general_rule""}",0
180,규칙 알려주면 좋겠어!,get_mission_info,"{""query_type"": ""general_rule""}",0
181,미션의 규칙은 뭐임?,get_mission_info,"{""query_type"": ""general_rule""}",0
182,이거 어떻게 하는 건지 규칙이 필요해,get_mission_info,"{""query_type"": ""general_rule""}",0
183,미션에 대한 규칙 설명해줄래?,get_mission_info,"{""query_type"": ""general_rule""}",0
184,응! 규칙이 궁금해요~,get_mission_info,"{""query_type"": ""general_rule""}",0
185,미션 하는 규칙 좀 알려줘,get_mission_info,"{""query_type"": ""general_rule""}",1
186,이번 미션 규칙이 뭐야?,get_mission_info,"{""query_type"": ""general_rule""}",1
187,이거 어떻게 하는 건지 규칙 궁금해,get_mission_info,"{""query_type"": ""general_rule""}",1
188,규칙 한 번 설명해줄래?,get_mission_info,"{""query_type"": ""general_rule""}",1
189,미션에 대한 규칙이 필요해,get_mission_info,"{""query_type"": ""general_rule""}",1
190,어떻게 해야 되는지 규칙이 알고 싶어,get_mission_info,"{""query_type"": ""general_rule""}",1
191,이번 미션 규칙이 뭔지 알려줘,get_mission_info,"{""query_type"": ""general_rule""}",1
192,규칙이 너무 헷갈려서 다시 설명해줄래?,get_mission_info,"{""query_type"": ""general_rule""}",1
193,미션 진행하려고 하는데 규칙이 궁금해!,get_mission_info,"{""query_type"": ""general_rule""}",1
194,이 미션은 어떤 규칙으로 해야 해?,get_mission_info,"{""query_type"": ""general_rule""}",1
195,이번 미션 규칙 좀 알려줘요,get_mission_info,"{""query_type"": ""general_rule""}",2
196,미션 좀 바꿔줘,request_mission_adjustment,"{""adjustment_type"": ""change""}",0
197,이거 다른 걸로 해줬으면 좋겠어,request_mission_adjustment,"{""adjustment_type"": ""change""}",0
198,그냥 다른 미션으로 해도 돼?,request_mission_adjustment,"{""adjustment_type"": ""change""}",0
199,이건 진짜 아닌 거 같아ㅠ 바꿔줘,request_mission_adjustment,"{""adjustment_type"": ""change""}",0
200,미션 내용 변경해줄 수 있어?,request_mission_adjustment,"{""adjustment_type"": ""change""}",0
201,다른 걸로 부탁해,request_mission_adjustment,"{""adjustment_type"": ""change""}",0
202,이거 너무 귀찮은데 다른 걸로 해줘,request_mission_adjustment,"{""adjustment_type"": ""change""}",0
203,미션 좀 쉽게 바꿔줄래?,request_mission_adjustment,"{""adjustment_type"": ""change""}",0
204,다른 미션으로 바꾸는 건 어때?,request_mission_adjustment,"{""adjustment_type"": ""change""}",0
205,지금 미션 좀 바꿔줄 수 있어?,request_mission_adjustment,"{""adjustment_type"": ""change""}",0
206,미션 좀 바꿔줄 수 있어?,request_mission_adjustment,"{""adjustment_type"": ""change""}",1
207,이거 다른 걸로 바꿔줘,request_mission_adjustment,"{""adjustment_type"": ""change""}",1
208,지금 미션 수정해줄래?,request_mission_adjustment,"{""adjustment_type"": ""change""}",1
209,미션 변경할 수 있어?,request_mission_adjustment,"{""adjustment_type"": ""change""}",1
210,좀 다른 미션으로 해줘,request_mission_adjustment,"{""adjustment_type"": ""change""}",1
211,이거 안 맞아서 바꿔줘,request_mission_adjustment,"{""adjustment_type"": ""change""}",1
212,지금 하는 거 말고 다른 걸로 해볼래?,request_mission_adjustment,"{""adjustment_type"": ""change""}",1
213,미션 좀 다르게 해줘,request_mission_adjustment,"{""adjustment_type"": ""change""}",1
214,지금 미션 바꾸면 안 돼?,request_mission_adjustment,"{""adjustment_type"": ""change""}",1
215,이거 말고 새로운 미션 줘,request_mission_adjustment,"{""adjustment_type"": ""change""}",1
216,미션 좀 바꿔줄래?,request_mission_adjustment,"{""adjustment_type"": ""change""}",2
217,이거 말고 다른 걸로 해줘,request_mission_adjustment,"{""adjustment_type"": ""change""}",2
218,지금 미션을 다른 거로 바꾸면 안 돼?,request_mission_adjustment,"{""adjustment_type"": ""change""}",2
219,완전 다른 미션으로 해줘,request_mission_adjustment,"{""adjustment_type"": ""change""}",2
220,이거 너무 별로라서 다른 걸로 해줬으면 해,request_mission_adjustment,"{""adjustment_type"": ""change""}",2
221,방금 한 미션 대신 다른 거 주면 좋겠어,request_mission_adjustment,"{""adjustment_type"": ""change""}",2
222,"이번 미션은 패스하고 싶어, 다른 거 해줘",request_mission_adjustment,"{""adjustment_type"": ""change""}",2
223,"미션 바꿔줘, 좀 다른 걸로",request_mission_adjustment,"{""adjustment_type"": ""change""}",2
224,"이거는 너무 어렵고, 다른 미션으로 해줘",request_mission_adjustment,"{""adjustment_type"": ""change""}",2
225,미션 조금 다르게 해주면 안 돼?,request_mission_adjustment,"{""adjustment_type"": ""change""}",2
226,이거 너무 힘들어ㅠ 좀 쉽게 해줘,request_mission_adjustment,"{""adjustment_type"": ""easier""}",0
227,"너무 어려워요, 난이도 낮춰줄 수 있어?",request_mission_adjustment,"{""adjustment_type"": ""easier""}",0
228,"쌤 이 미션 진짜 어렵다, 조금만 쉽게 해주세요",request_mission_adjustment,"{""adjustment_type"": ""easier""}",0
229,"미션이 너무 빡세, 난이도 좀 낮춰줬음 좋겠어",request_mission_adjustment,"{""adjustment_type"": ""easier""}",0
230,이거 너무 힘든 것 같아서 쉽게 바꿔줘,request_mission_adjustment,"{""adjustment_type"": ""easier""}",0
231,"완전 어렵네, 좀 쉬운 걸로 해줘!",request_mission_adjustment,"{""adjustment_type"": ""easier""}",0
232,이 미션 좀 더 쉽게 해줄 수 있냐?,request_mission_adjustment,"{""adjustment_type"": ""easier""}",0
233,"난이도 낮춰주면 좋겠어요, 진짜 힘들어",request_mission_adjustment,"{""adjustment_type"": ""easier""}",0
234,이거 너무 어려워서 못 하겠어ㅠㅠ 쉽게 해줘,request_mission_adjustment,"{""adjustment_type"": ""easier""}",0
235,조금만 쉬운 걸로 바꿔줘!!,request_mission_adjustment,"{""adjustment_type"": ""easier""}",0
236,이 미션 너무 어려워서 좀 쉽게 해줘,request_mission_adjustment,"{""adjustment_type"": ""easier""}",1
237,"이번 미션 진짜 힘든데, 난이도 낮춰줄 수 있어?",request_mission_adjustment,"{""adjustment_type"": ""easier""}",1
238,이거 완전 빡세서 나 못 하겠어ㅠ 나 좀 쉽게 해줘,request_mission_adjustment,"{""adjustment_type"": ""easier""}",1
239,"미션이 좀 과한 것 같아, 쉽게 바꿔줄래?",request_mission_adjustment,"{""adjustment_type"": ""easier""}",1
240,"어제랑 비교해서 오늘 미션 너무 어려움, 좀 쉽게 해줄 수 있어?",request_mission_adjustment,"{""adjustment_type"": ""easier""}",1
241,이거 너무 힘들어ㅠㅠ 난이도 좀 낮춰줬으면 해,request_mission_adjustment,"{""adjustment_type"": ""easier""}",1
242,"오늘 미션 진짜 빡세, 그냥 조금 쉽게 해줘!",request_mission_adjustment,"{""adjustment_type"": ""easier""}",1
243,"이 미션은 좀 쉽지 않아서, 쉽게 바꿔줄 수 있어?",request_mission_adjustment,"{""adjustment_type"": ""easier""}",1
244,이거 엄청 어려워서 힘들어ㅠ 좀 쉽게 해줬으면 좋겠어,request_mission_adjustment,"{""adjustment_type"": ""easier""}",1
245,"미션이 너무 힘들어서 잘 못 하겠어, 쉽게 해줘!!",request_mission_adjustment,"{""adjustment_type"": ""easier""}",1
246,이 미션 진짜 너무 어려워ㅠ 쉽게 바꿔줘,request_mission_adjustment,"{""adjustment_type"": ""easier""}",2
247,"아 이거 좀 힘든데, 난이도 낮춰줄 수 있어?",request_mission_adjustment,"{""adjustment_type"": ""easier""}",2
248,"너무 빡세서 못 하겠어, 좀 쉽게 해줬으면 해",request_mission_adjustment,"{""adjustment_type"": ""easier""}",2
249,오늘 미션 너무 어려워서 힘들어ㅠㅠ 낮춰줄래?,request_mission_adjustment,"{""adjustment_type"": ""easier""}",2
250,이게 뭐야 진짜! 좀 쉽게 해주면 안 돼?,request_mission_adjustment,"{""adjustment_type"": ""easier""}",2
251,"미션이 좀 넘 어려워, 변경 좀 해줘",request_mission_adjustment,"{""adjustment_type"": ""easier""}",2
252,이거 진짜 어렵다ㅠㅠ 쉽게 해주세요!,request_mission_adjustment,"{""adjustment_type"": ""easier""}",2
253,난이도 좀 쉽게 해주면 좋겠어요 ㅎㅎ,request_mission_adjustment,"{""adjustment_type"": ""easier""}",2
254,이제 좀 어려운 거 해줬으면 좋겠어,request_mission_adjustment,"{""adjustment_type"": ""harder""}",0
255,미션이 너무 쉽잖아ㅠ 더 힘든 걸로 바꿔줘,request_mission_adjustment,"{""adjustment_type"": ""harder""}",0
256,"이거 완전 쉬운데, 난이도 좀 올려줘요",request_mission_adjustment,"{""adjustment_type"": ""harder""}",0
257,"너무 쉬운 것 같아, 더 어려운 거 줘",request_mission_adjustment,"{""adjustment_type"": ""harder""}",0
258,"이 미션은 너무 간단해, 좀 더 힘들게 해줄래",request_mission_adjustment,"{""adjustment_type"": ""harder""}",0
259,이거 그냥 해도 되겠어? 더 어려운 걸로 바꿔줘,request_mission_adjustment,"{""adjustment_type"": ""harder""}",0
260,지금 하는 거 너무 쉽다 나 좀 더 힘든 거 해보고 싶어,request_mission_adjustment,"{""adjustment_type"": ""harder""}",0
261,"미션이 너무 쉽다, 더 어렵게 조정해 줘",request_mission_adjustment,"{""adjustment_type"": ""harder""}",0
262,"난이도 좀 높여줘, 이거는 진짜 너무 쉬워",request_mission_adjustment,"{""adjustment_type"": ""harder""}",0
263,"이거 완전 패스할 수 있을 것 같아, 난이도 올려줘!",request_mission_adjustment,"{""adjustment_type"": ""harder""}",0
264,이거 너무 쉬운 거 아니에요? 난이도 좀 올려줘,request_mission_adjustment,"{""adjustment_type"": ""harder""}",1
265,더 힘든 미션으로 바꿔줄 수 있어요?,request_mission_adjustment,"{""adjustment_type"": ""harder""}",1
266,"미션이 진짜 쉬워요, 좀 어렵게 해줘",request_mission_adjustment,"{""adjustment_type"": ""harder""}",1
267,아 이거 너무 쉽게 할 수 있을 것 같아서 난이도 높여줘,request_mission_adjustment,"{""adjustment_type"": ""harder""}",1
268,"지금 하는 미션 완전 쉽다, 더 어렵게 해주세요!",request_mission_adjustment,"{""adjustment_type"": ""harder""}",1
269,"너무 쉬운 것 같아, 난이도 올려주면 좋겠어",request_mission_adjustment,"{""adjustment_type"": ""harder""}",1
270,"이 미션 완전 쉬운데, 더 어려운 걸로 해주세요",request_mission_adjustment,"{""adjustment_type"": ""harder""}",1
271,"이번 미션은 너무 쉽게 하겠어요, 난이도 높여줘요",request_mission_adjustment,"{""adjustment_type"": ""harder""}",1
272,"이거는 다 할 수 있을 것 같아, 좀 더 어려운 걸로 바꿔줘",request_mission_adjustment,"{""adjustment_type"": ""harder""}",1
273,"미션 난이도 좀 올려줘, 지금은 너무 쉬워서 힘들 것 같아",request_mission_adjustment,"{""adjustment_type"": ""harder""}",1
274,"이 미션 진짜 너무 쉬워, 난이도 좀 높여줘",request_mission_adjustment,"{""adjustment_type"": ""harder""}",2
275,"지금 미션은 완전 쉬워요, 좀 더 어렵게 해줬음 좋겠어",request_mission_adjustment,"{""adjustment_type"": ""harder""}",2
276,미션 난이도 올려줄 수 있어? 지금 너무 쉽단 말이야,request_mission_adjustment,"{""adjustment_type"": ""harder""}",2
277,"이건 다 할 수 있을 것 같아, 더 어려운 걸로 바꿔줘요",request_mission_adjustment,"{""adjustment_type"": ""harder""}",2
278,"너무 쉽게 나와서 힘들다, 난이도 좀 올려줄래?",request_mission_adjustment,"{""adjustment_type"": ""harder""}",2
279,"이거는 내가 다 할 수 있는 거라서, 제발 더 어렵게 해줘",request_mission_adjustment,"{""adjustment_type"": ""harder""}",2
280,"미션이 너무 쉬운데, 난이도 좀 높여줄 수 있어?",request_mission_adjustment,"{""adjustment_type"": ""harder""}",2
281,"지금 해보니까 생각보다 쉬워, 좀 더 어렵게 해줬으면 해",request_mission_adjustment,"{""adjustment_type"": ""harder""}",2
282,달리기 대신 자전거 타면 해도 돼?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",0
283,점프 대신 줄넘기로 해도 되냐고!,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",0
284,자전거 타는 것도 운동으로 인정해주려나,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",0
285,하늘하늘 뛰는 대신에 줄넘기 해도 괜찮아?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",0
286,어제는 스트레칭 했는데 오늘은 자전거 타도 되나?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",0
287,런닝 대신에 스케이트보드 타도 될까?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",0
288,조깅 말고 다른 걸로 해도 이거랑 같지?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",0
289,자전거 타는 거 운동으로 친다면 좋겠지?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",0
290,줄넘기 할 때도 그냥 완료로 봐줘?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",0
291,다른 운동으로 바꿔도 괜찮지?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",0
292,줄넘기 대신 다른 운동 하면 안 돼?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",1
293,자전거 타는 거로 바꿔도 괜찮지?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",1
294,라인댄스 하는 거랑 운동 동일하게 봐줘?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",1
295,이거 운동 대신 다른 거 해도 되는 거야?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",1
296,헬스 대신 스트레칭 해도 되나요?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",1
297,줄넘기로 대신 해도 남는 거야?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",1
298,이거 킥복싱으로 바꿔도 돼요?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",1
299,다른 운동으로 해도 미션 인정해주는 거지?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",1
300,배드민턴 하면 대체 가능해?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",1
301,운동 안 하고 게임 해도 미션 같다고 봐줄 거야?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",1
302,내가 자전거 타는 거 대신 다른 운동으로 해도 인정해줄까?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",2
303,줄넘기 하는 걸로 미션 해도 괜찮아?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",2
304,이거 자전거 말고 다른 걸로 바꿔도 돼요?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",2
305,헬스 대신 농구 해도 같은 거로 봐주려나?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",2
306,오늘 자전거 대신 다른 운동 해도 괜찮지?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",2
307,미션을 다른 운동으로 바꿔도 되냐고!,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",2
308,배드민턴으로 대체해도 인정해줄 건가?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",2
309,혼자서 줄넘기 하면 미션 인정되나?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",2
310,이거 다른 운동으로 바꿔줘도 돼요?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",2
311,농구 대신 자전거 타도 똑같은 거야?,check_mission_equivalency,"{""equivalency_type"": ""behavior""}",2
312,집에서 해도 미션 인정돼?,check_mission_equivalency,"{""equivalency_type"": ""place""}",0
313,학교 말고 집에서 해도 괜찮아?,check_mission_equivalency,"{""equivalency_type"": ""place""}",0
314,공원 대신 실내에서 해도 되나요?,check_mission_equivalency,"{""equivalency_type"": ""place""}",0
315,미션 장소 바꿔서 집에서 해도 돼?,check_mission_equivalency,"{""equivalency_type"": ""place""}",0
316,학교가 아닌 집에서 해도 성공인가요?,check_mission_equivalency,"{""equivalency_type"": ""place""}",0
317,밖에서 하는 대신에 실내에서 해도 돼요?,check_mission_equivalency,"{""equivalency_type"": ""place""}",0
318,미션 장소를 실내로 바꿔도 성공으로 인정되나요?,check_mission_equivalency,"{""equivalency_type"": ""place""}",0
319,집에서 해도 미션 OK인가?,check_mission_equivalency,"{""equivalency_type"": ""place""}",0
320,야외는 필요 없고 집에서 해도 될까요?,check_mission_equivalency,"{""equivalency_type"": ""place""}",0
321,실내에서 해도 미션 인정해줘요?,check_mission_equivalency,"{""equivalency_type"": ""place""}",0
322,미션 집에서 해도 인정돼?,check_mission_equivalency,"{""equivalency_type"": ""place""}",1
323,실내에서 하면 안 되나?,check_mission_equivalency,"{""equivalency_type"": ""place""}",1
324,오늘은 공원 말고 집에서 해도 될까?,check_mission_equivalency,"{""equivalency_type"": ""place""}",1
325,밖에서 아니라도 집에서 하면 되지?,check_mission_equivalency,"{""equivalency_type"": ""place""}",1
326,실내에서도 미션 성공할 수 있어요?,check_mission_equivalency,"{""equivalency_type"": ""place""}",1
327,집에서 해도 미션 성공이라고 해줘?,check_mission_equivalency,"{""equivalency_type"": ""place""}",1
328,야외 말고 실내에서도 되지 않나?,check_mission_equivalency,"{""equivalency_type"": ""place""}",1
329,공원 대신 집에서 할 수 있을까?,check_mission_equivalency,"{""equivalency_type"": ""place""}",1
330,오늘은 밖에서 못 하는데 집에서 해도 될까요?,check_mission_equivalency,"{""equivalency_type"": ""place""}",1
331,미션 실내에서 해도 괜찮아요?,check_mission_equivalency,"{""equivalency_type"": ""place""}",1
332,오늘 집에서 해도 인정돼?,check_mission_equivalency,"{""equivalency_type"": ""place""}",2
